data,hora,corrente,potencia
2026-08-04,16:04:11,1.366,173.5
2026-08-04,16:04:11,1.366,173.5
2026-08-04,16:04:11,1.366,173.5
2026-08-04,16:04:12,1.366,173.5
2026-08-04,16:04:12,1.366,173.4
2026-08-04,16:04:12,1.366,173.4
2026-08-04,16:04:12,1.366,173.4
2026-08-04,16:04:12,1.366,173.4
2026-08-04,16:04:12,1.366,173.4
2026-08-04,16:04:13,1.366,173.4
2026-08-04,16:04:13,1.366,173.4
2026-08-04,16:04:13,1.366,173.4
2026-08-04,16:04:13,1.366,173.4
2026-08-04,16:04:13,1.365,173.4
2026-08-04,16:04:13,1.365,173.4
2026-08-04,16:04:13,1.365,173.4
2026-08-04,16:04:14,1.365,173.4
2026-08-04,16:04:14,1.365,173.4
2026-08-04,16:04:14,1.365,173.4
2026-08-04,16:04:14,1.365,173.4
2026-08-04,16:04:14,1.365,173.4
2026-08-04,16:04:14,1.365,173.4
2026-08-04,16:04:15,1.365,173.4
2026-08-04,16:04:15,1.365,173.4
2026-08-04,16:04:15,1.365,173.4
2026-08-04,16:04:15,1.365,173.4
2026-08-04,16:04:15,1.365,173.4
2026-08-04,16:04:15,1.365,173.4
2026-08-04,16:04:16,1.365,173.4
2026-08-04,16:04:16,1.365,173.4
2026-08-04,16:04:16,1.365,173.4
2026-08-04,16:04:16,1.365,173.4
2026-08-04,16:04:16,1.365,173.4
2026-08-04,16:04:16,1.365,173.4
2026-08-04,16:04:17,1.365,173.3
2026-08-04,16:04:17,1.365,173.3
2026-08-04,16:04:17,1.365,173.3
2026-08-04,16:04:17,1.365,173.3
2026-08-04,16:04:17,1.364,173.3
2026-08-04,16:04:17,1.364,173.3
2026-08-04,16:04:18,1.364,173.3
2026-08-04,16:04:18,1.364,173.3
2026-08-04,16:04:18,1.364,173.2
2026-08-04,16:04:18,1.364,173.2
2026-08-04,16:04:18,1.364,173.2
2026-08-04,16:04:18,1.364,173.2
2026-08-04,16:04:19,1.364,173.2
2026-08-04,16:04:19,1.364,173.2
2026-08-04,16:04:19,1.364,173.2
2026-08-04,16:04:19,1.364,173.2
2026-08-04,16:04:19,1.364,173.2
2026-08-04,16:04:19,1.364,173.2
2026-08-04,16:04:20,1.364,173.2
2026-08-04,16:04:20,1.364,173.2
2026-08-04,16:04:20,1.364,173.2
2026-08-04,16:04:20,1.364,173.2
2026-08-04,16:04:20,1.364,173.3
2026-08-04,16:04:20,1.364,173.2
2026-08-04,16:04:21,1.364,173.3
2026-08-04,16:04:21,1.364,173.3
2026-08-04,16:04:21,1.364,173.3
2026-08-04,16:04:21,1.364,173.3
2026-08-04,16:04:21,1.364,173.3
2026-08-04,16:04:21,1.364,173.3
2026-08-04,16:04:22,1.364,173.3
2026-08-04,16:04:22,1.364,173.3
2026-08-04,16:04:22,1.364,173.3
2026-08-04,16:04:22,1.364,173.3
2026-08-04,16:04:22,1.364,173.3
2026-08-04,16:04:22,1.364,173.3
2026-08-04,16:04:23,1.365,173.3
2026-08-04,16:04:23,1.365,173.3
2026-08-04,16:04:23,1.365,173.3
2026-08-04,16:04:23,1.365,173.4
2026-08-04,16:04:23,1.365,173.4
2026-08-04,16:04:23,1.365,173.4
2026-08-04,16:04:24,1.365,173.4
2026-08-04,16:04:24,1.365,173.4
2026-08-04,16:04:24,1.365,173.4
2026-08-04,16:04:24,1.365,173.4
2026-08-04,16:04:24,1.365,173.4
2026-08-04,16:04:24,1.365,173.4
2026-08-04,16:04:25,1.365,173.4
2026-08-04,16:04:25,1.365,173.4
2026-08-04,16:04:25,1.365,173.4
2026-08-04,16:04:25,1.365,173.4
2026-08-04,16:04:25,1.365,173.4
2026-08-04,16:04:25,1.365,173.4
2026-08-04,16:04:26,1.365,173.4
2026-08-04,16:04:26,1.365,173.4
2026-08-04,16:04:26,1.365,173.4
2026-08-04,16:04:26,1.365,173.4
2026-08-04,16:04:26,1.365,173.4
2026-08-04,16:04:26,1.365,173.4
2026-08-04,16:04:27,1.365,173.4
2026-08-04,16:04:27,1.365,173.4
2026-08-04,16:04:27,1.365,173.4
2026-08-04,16:04:27,1.365,173.4
2026-08-04,16:04:27,1.366,173.4
2026-08-04,16:04:27,1.366,173.4
2026-08-04,16:04:28,1.366,173.4
2026-08-04,16:04:28,1.366,173.5
2026-08-04,16:04:28,1.366,173.5
2026-08-04,16:04:28,1.366,173.5
2026-08-04,16:04:28,1.366,173.5
2026-08-04,16:04:28,1.366,173.5
2026-08-04,16:04:29,1.366,173.5
2026-08-04,16:04:29,1.366,173.5
2026-08-04,16:04:29,1.366,173.5
2026-08-04,16:04:29,1.366,173.5
2026-08-04,16:04:29,1.366,173.5
2026-08-04,16:04:29,1.366,173.4
2026-08-04,16:04:30,1.366,173.4
2026-08-04,16:04:30,1.366,173.4
2026-08-04,16:04:30,1.365,173.4
2026-08-04,16:04:30,1.365,173.4
2026-08-04,16:04:30,1.365,173.4
2026-08-04,16:04:30,1.365,173.3
2026-08-04,16:04:30,1.365,173.3
2026-08-04,16:04:31,1.365,173.4
2026-08-04,16:04:31,1.365,173.4
2026-08-04,16:04:31,1.365,173.4
2026-08-04,16:04:31,1.365,173.4
2026-08-04,16:04:31,1.365,173.4
2026-08-04,16:04:31,1.365,173.4
2026-08-04,16:04:32,1.365,173.4
2026-08-04,16:04:32,1.365,173.4
2026-08-04,16:04:32,1.365,173.4
2026-08-04,16:04:32,1.365,173.4
2026-08-04,16:04:32,1.365,173.4
2026-08-04,16:04:32,1.365,173.4
2026-08-04,16:04:33,1.365,173.4
2026-08-04,16:04:33,1.365,173.4
2026-08-04,16:04:33,1.366,173.4
2026-08-04,16:04:33,1.366,173.4
2026-08-04,16:04:33,1.366,173.5
2026-08-04,16:04:33,1.366,173.5
2026-08-04,16:04:34,1.366,173.5
2026-08-04,16:04:34,1.366,173.5
2026-08-04,16:04:34,1.366,173.5
2026-08-04,16:04:34,1.366,173.5
2026-08-04,16:04:34,1.366,173.5
2026-08-04,16:04:34,1.366,173.4
2026-08-04,16:04:35,1.366,173.4
2026-08-04,16:04:35,1.366,173.4
2026-08-04,16:04:35,1.366,173.4
2026-08-04,16:04:35,1.366,173.4
2026-08-04,16:04:35,1.366,173.4
2026-08-04,16:04:35,1.366,173.4
2026-08-04,16:04:36,1.366,173.4
2026-08-04,16:04:36,1.365,173.4
2026-08-04,16:04:36,1.365,173.4
2026-08-04,16:04:36,1.365,173.4
2026-08-04,16:04:36,1.365,173.4
2026-08-04,16:04:36,1.365,173.4
2026-08-04,16:04:37,1.365,173.4
2026-08-04,16:04:37,1.365,173.4
2026-08-04,16:04:37,1.365,173.4
2026-08-04,16:04:37,1.365,173.4
2026-08-04,16:04:37,1.365,173.4
2026-08-04,16:04:37,1.365,173.4
2026-08-04,16:04:38,1.365,173.4
2026-08-04,16:04:38,1.365,173.3
2026-08-04,16:04:38,1.365,173.3
2026-08-04,16:04:38,1.365,173.3
2026-08-04,16:04:38,1.365,173.4
2026-08-04,16:04:38,1.365,173.4
2026-08-04,16:04:39,1.365,173.4
2026-08-04,16:04:39,1.365,173.4
2026-08-04,16:04:39,1.365,173.4
2026-08-04,16:04:39,1.365,173.4
2026-08-04,16:04:39,1.366,173.4
2026-08-04,16:04:39,1.366,173.5
2026-08-04,16:04:40,1.366,173.5
2026-08-04,16:04:40,1.366,173.5
2026-08-04,16:04:40,1.366,173.5
2026-08-04,16:04:40,1.366,173.5
2026-08-04,16:04:40,1.366,173.5
2026-08-04,16:04:40,1.366,173.5
2026-08-04,16:04:41,1.366,173.5
2026-08-04,16:04:41,1.366,173.5
2026-08-04,16:04:41,1.366,173.5
2026-08-04,16:04:41,1.366,173.5
2026-08-04,16:04:41,1.366,173.5
2026-08-04,16:04:41,1.366,173.5
2026-08-04,16:04:42,1.366,173.5
2026-08-04,16:04:42,1.366,173.4
2026-08-04,16:04:42,1.366,173.4
2026-08-04,16:04:42,1.366,173.4
2026-08-04,16:04:42,1.365,173.4
2026-08-04,16:04:42,1.365,173.4
2026-08-04,16:04:43,1.365,173.4
2026-08-04,16:04:43,1.365,173.4
2026-08-04,16:04:43,1.365,173.3
2026-08-04,16:04:43,1.365,173.3
2026-08-04,16:04:43,1.365,173.3
2026-08-04,16:04:43,1.364,173.3
2026-08-04,16:04:44,1.364,173.3
2026-08-04,16:04:44,1.364,173.3
2026-08-04,16:04:44,1.364,173.2
2026-08-04,16:04:44,1.364,173.2
2026-08-04,16:04:44,1.364,173.2
2026-08-04,16:04:44,1.364,173.2
2026-08-04,16:04:45,1.363,173.2
2026-08-04,16:04:45,1.363,173.2
2026-08-04,16:04:45,1.363,173.2
2026-08-04,16:04:45,1.363,173.2
2026-08-04,16:04:45,1.363,173.2
2026-08-04,16:04:45,1.363,173.2
2026-08-04,16:04:46,1.363,173.2
2026-08-04,16:04:46,1.363,173.1
2026-08-04,16:04:46,1.363,173.1
2026-08-04,16:04:46,1.363,173.1
2026-08-04,16:04:46,1.363,173.1
2026-08-04,16:04:46,1.363,173.1
2026-08-04,16:04:46,1.363,173.1
2026-08-04,16:04:47,1.363,173.1
2026-08-04,16:04:47,1.363,173.1
2026-08-04,16:04:47,1.363,173.1
2026-08-04,16:04:47,1.363,173.1
2026-08-04,16:04:47,1.363,173.1
2026-08-04,16:04:47,1.363,173.1
2026-08-04,16:04:48,1.363,173.1
2026-08-04,16:04:48,1.363,173.1
2026-08-04,16:04:48,1.363,173.1
2026-08-04,16:04:48,1.363,173.1
2026-08-04,16:04:48,1.363,173.1
2026-08-04,16:04:48,1.363,173.1
2026-08-04,16:04:49,1.363,173.1
2026-08-04,16:04:49,1.363,173.1
2026-08-04,16:04:49,1.363,173.1
2026-08-04,16:04:49,1.363,173.1
2026-08-04,16:04:49,1.363,173.1
2026-08-04,16:04:49,1.363,173.1
2026-08-04,16:04:50,1.363,173.1
2026-08-04,16:04:50,1.363,173.1
2026-08-04,16:04:50,1.363,173.1
2026-08-04,16:04:50,1.363,173.1
2026-08-04,16:04:50,1.363,173.1
2026-08-04,16:04:50,1.363,173.1
2026-08-04,16:04:51,1.363,173.1
2026-08-04,16:04:51,1.363,173.1
2026-08-04,16:04:51,1.363,173.1
2026-08-04,16:04:51,1.363,173.2
2026-08-04,16:04:51,1.363,173.2
2026-08-04,16:04:51,1.364,173.2
2026-08-04,16:04:52,1.364,173.2
2026-08-04,16:04:52,1.364,173.2
2026-08-04,16:04:52,1.364,173.2
2026-08-04,16:04:52,1.364,173.2
2026-08-04,16:04:52,1.364,173.2
2026-08-04,16:04:52,1.364,173.2
2026-08-04,16:04:53,1.364,173.2
2026-08-04,16:04:53,1.364,173.3
2026-08-04,16:04:53,1.364,173.3
2026-08-04,16:04:53,1.364,173.3
2026-08-04,16:04:53,1.364,173.3
2026-08-04,16:04:53,1.364,173.3
2026-08-04,16:04:54,1.364,173.3
2026-08-04,16:04:54,1.364,173.3
2026-08-04,16:04:54,1.364,173.3
2026-08-04,16:04:54,1.364,173.3
2026-08-04,16:04:54,1.364,173.2
2026-08-04,16:04:54,1.364,173.2
2026-08-04,16:04:55,1.364,173.2
2026-08-04,16:04:55,1.364,173.2
2026-08-04,16:04:55,1.364,173.2
2026-08-04,16:04:55,1.364,173.2
2026-08-04,16:04:55,1.364,173.2
2026-08-04,16:04:55,1.364,173.2
2026-08-04,16:04:56,1.364,173.2
2026-08-04,16:04:56,1.364,173.2
2026-08-04,16:04:56,1.364,173.2
2026-08-04,16:04:56,1.364,173.2
2026-08-04,16:04:56,1.364,173.2
2026-08-04,16:04:56,1.364,173.2
2026-08-04,16:04:57,1.364,173.2
2026-08-04,16:04:57,1.364,173.2
2026-08-04,16:04:57,1.364,173.2
2026-08-04,16:04:57,1.364,173.2
2026-08-04,16:04:57,1.364,173.2
2026-08-04,16:04:57,1.364,173.2
2026-08-04,16:04:58,1.364,173.2
2026-08-04,16:04:58,1.364,173.2
2026-08-04,16:04:58,1.364,173.2
2026-08-04,16:04:58,1.364,173.2
2026-08-04,16:04:58,1.364,173.2
2026-08-04,16:04:58,1.364,173.2
2026-08-04,16:04:59,1.364,173.2
2026-08-04,16:04:59,1.364,173.2
2026-08-04,16:04:59,1.364,173.2
2026-08-04,16:04:59,1.364,173.2
2026-08-04,16:04:59,1.364,173.2
2026-08-04,16:04:59,1.364,173.2
2026-08-04,16:05:00,1.364,173.2
2026-08-04,16:05:00,1.364,173.2
2026-08-04,16:05:00,1.364,173.2
2026-08-04,16:05:00,1.364,173.2
2026-08-04,16:05:00,1.364,173.2
2026-08-04,16:05:00,1.363,173.2
2026-08-04,16:05:01,1.363,173.2
2026-08-04,16:05:01,1.363,173.1
2026-08-04,16:05:01,1.363,173.1
2026-08-04,16:05:01,1.363,173.1
2026-08-04,16:05:01,1.363,173.1
2026-08-04,16:05:01,1.363,173.1
2026-08-04,16:05:02,1.363,173.1
2026-08-04,16:05:02,1.363,173.1
2026-08-04,16:05:02,1.363,173.1
2026-08-04,16:05:02,1.363,173.1
2026-08-04,16:05:02,1.363,173.1
2026-08-04,16:05:02,1.363,173.1
2026-08-04,16:05:03,1.363,173.1
2026-08-04,16:05:03,1.363,173.1
2026-08-04,16:05:03,1.363,173.1
2026-08-04,16:05:03,1.363,173.1
2026-08-04,16:05:03,1.363,173.1
2026-08-04,16:05:03,1.363,173.1
2026-08-04,16:05:03,1.363,173.1
2026-08-04,16:05:04,1.363,173.1
2026-08-04,16:05:04,1.363,173.1
2026-08-04,16:05:04,1.363,173.1
2026-08-04,16:05:04,1.363,173.1
2026-08-04,16:05:04,1.363,173.1
2026-08-04,16:05:04,1.363,173.1
2026-08-04,16:05:05,1.363,173.1
2026-08-04,16:05:05,1.363,173.1
2026-08-04,16:05:05,1.363,173.1
2026-08-04,16:05:05,1.363,173.1
2026-08-04,16:05:05,1.363,173.1
2026-08-04,16:05:05,1.363,173.1
2026-08-04,16:05:06,1.363,173.1
2026-08-04,16:05:06,1.363,173.1
2026-08-04,16:05:06,1.363,173.1
2026-08-04,16:05:06,1.363,173.1
2026-08-04,16:05:06,1.363,173.1
2026-08-04,16:05:06,1.363,173.1
2026-08-04,16:05:07,1.363,173.1
2026-08-04,16:05:07,1.363,173.1
2026-08-04,16:05:07,1.363,173.1
2026-08-04,16:05:07,1.363,173.1
2026-08-04,16:05:07,1.363,173.1
2026-08-04,16:05:07,1.363,173.1
2026-08-04,16:05:08,1.363,173.1
2026-08-04,16:05:08,1.363,173.1
2026-08-04,16:05:08,1.363,173.1
2026-08-04,16:05:08,1.363,173.0
2026-08-04,16:05:08,1.362,173.0
2026-08-04,16:05:08,1.362,173.0
2026-08-04,16:05:09,1.362,173.0
2026-08-04,16:05:09,1.362,173.0
2026-08-04,16:05:09,1.362,173.0
2026-08-04,16:05:09,1.362,173.0
2026-08-04,16:05:09,1.362,173.0
2026-08-04,16:05:09,1.362,173.0
2026-08-04,16:05:10,1.362,173.0
2026-08-04,16:05:10,1.362,173.0
2026-08-04,16:05:10,1.362,173.0
2026-08-04,16:05:10,1.362,173.0
2026-08-04,16:05:10,1.362,173.0
2026-08-04,16:05:10,1.362,173.0
2026-08-04,16:05:11,1.362,173.0
2026-08-04,16:05:11,1.362,173.0
2026-08-04,16:05:11,1.362,173.0
2026-08-04,16:05:11,1.362,173.0
2026-08-04,16:05:11,1.362,173.0
2026-08-04,16:05:11,1.362,173.0
2026-08-04,16:05:12,1.362,173.0
2026-08-04,16:05:12,1.362,172.9
2026-08-04,16:05:12,1.362,172.9
2026-08-04,16:05:12,1.362,172.9
2026-08-04,16:05:12,1.362,172.9
2026-08-04,16:05:12,1.362,172.9
2026-08-04,16:05:13,1.362,172.9
2026-08-04,16:05:13,1.361,172.9
2026-08-04,16:05:13,1.361,172.9
2026-08-04,16:05:13,1.361,172.9
2026-08-04,16:05:13,1.361,172.9
2026-08-04,16:05:13,1.361,172.9
2026-08-04,16:05:14,1.361,172.9
2026-08-04,16:05:14,1.361,172.9
2026-08-04,16:05:14,1.361,172.9
2026-08-04,16:05:14,1.361,172.9
2026-08-04,16:05:14,1.361,172.9
2026-08-04,16:05:14,1.361,172.9
2026-08-04,16:05:15,1.361,172.9
2026-08-04,16:05:15,1.361,172.9
2026-08-04,16:05:15,1.361,172.9
2026-08-04,16:05:15,1.361,172.9
2026-08-04,16:05:15,1.361,172.9
2026-08-04,16:05:15,1.361,172.9
2026-08-04,16:05:16,1.361,172.9
2026-08-04,16:05:16,1.361,172.9
2026-08-04,16:05:16,1.361,172.9
2026-08-04,16:05:16,1.361,172.9
2026-08-04,16:05:16,1.361,172.9
2026-08-04,16:05:16,1.361,172.9
2026-08-04,16:05:17,1.361,172.9
2026-08-04,16:05:17,1.361,172.9
2026-08-04,16:05:17,1.361,172.9
2026-08-04,16:05:17,1.361,172.9
2026-08-04,16:05:17,1.361,172.9
2026-08-04,16:05:17,1.362,172.9
2026-08-04,16:05:18,1.362,172.9
2026-08-04,16:05:18,1.362,172.9
2026-08-04,16:05:18,1.362,172.9
2026-08-04,16:05:18,1.362,172.9
2026-08-04,16:05:18,1.362,172.9
2026-08-04,16:05:18,1.362,172.9
2026-08-04,16:05:19,1.362,173.0
2026-08-04,16:05:19,1.362,173.0
2026-08-04,16:05:19,1.362,173.0
2026-08-04,16:05:19,1.362,173.0
2026-08-04,16:05:19,1.362,173.0
2026-08-04,16:05:19,1.362,173.0
2026-08-04,16:05:19,1.362,173.0
2026-08-04,16:05:20,1.362,173.0
2026-08-04,16:05:20,1.362,173.0
2026-08-04,16:05:20,1.362,173.0
2026-08-04,16:05:20,1.362,173.0
2026-08-04,16:05:20,1.362,173.0
2026-08-04,16:05:20,1.362,173.0
2026-08-04,16:05:21,1.362,172.9
2026-08-04,16:05:21,1.362,172.9
2026-08-04,16:05:21,1.362,172.9
2026-08-04,16:05:21,1.362,172.9
2026-08-04,16:05:21,1.362,172.9
2026-08-04,16:05:21,1.362,172.9
2026-08-04,16:05:22,1.362,172.9
2026-08-04,16:05:22,1.362,172.9
2026-08-04,16:05:22,1.362,172.9
2026-08-04,16:05:22,1.362,172.9
2026-08-04,16:05:22,1.362,173.0
2026-08-04,16:05:22,1.362,173.0
2026-08-04,16:05:23,1.362,173.0
2026-08-04,16:05:23,1.362,173.0
2026-08-04,16:05:23,1.362,173.0
2026-08-04,16:05:23,1.362,173.0
2026-08-04,16:05:23,1.362,173.0
2026-08-04,16:05:23,1.362,173.0
2026-08-04,16:05:24,1.363,173.0
2026-08-04,16:05:24,1.363,173.1
2026-08-04,16:05:24,1.363,173.1
2026-08-04,16:05:24,1.363,173.1
2026-08-04,16:05:24,1.363,173.1
2026-08-04,16:05:24,1.363,173.1
2026-08-04,16:05:25,1.363,173.1
2026-08-04,16:05:25,1.363,173.1
2026-08-04,16:05:25,1.363,173.1
2026-08-04,16:05:25,1.363,173.1
2026-08-04,16:05:25,1.363,173.1
2026-08-04,16:05:25,1.363,173.1
2026-08-04,16:05:26,1.363,173.1
2026-08-04,16:05:26,1.363,173.1
2026-08-04,16:05:26,1.363,173.1
2026-08-04,16:05:26,1.363,173.1
2026-08-04,16:05:26,1.363,173.1
2026-08-04,16:05:26,1.363,173.1
2026-08-04,16:05:27,1.363,173.1
2026-08-04,16:05:27,1.363,173.1
2026-08-04,16:05:27,1.363,173.1
2026-08-04,16:05:27,1.363,173.1
2026-08-04,16:05:27,1.363,173.1
2026-08-04,16:05:27,1.363,173.1
2026-08-04,16:05:28,1.363,173.1
2026-08-04,16:05:28,1.363,173.1
2026-08-04,16:05:28,1.363,173.1
2026-08-04,16:05:28,1.363,173.1
2026-08-04,16:05:28,1.363,173.1
2026-08-04,16:05:28,1.363,173.1
2026-08-04,16:05:29,1.363,173.1
2026-08-04,16:05:29,1.363,173.1
2026-08-04,16:05:29,1.363,173.1
2026-08-04,16:05:29,1.363,173.1
2026-08-04,16:05:29,1.363,173.1
2026-08-04,16:05:29,1.363,173.1
2026-08-04,16:05:30,1.363,173.1
2026-08-04,16:05:30,1.363,173.1
2026-08-04,16:05:30,1.363,173.1
2026-08-04,16:05:30,1.363,173.1
2026-08-04,16:05:30,1.363,173.1
2026-08-04,16:05:30,1.363,173.1
2026-08-04,16:05:31,1.363,173.1
2026-08-04,16:05:31,1.363,173.1
2026-08-04,16:05:31,1.363,173.2
2026-08-04,16:05:31,1.363,173.2
2026-08-04,16:05:31,1.364,173.2
2026-08-04,16:05:31,1.364,173.2
2026-08-04,16:05:32,1.364,173.2
2026-08-04,16:05:32,1.364,173.2
2026-08-04,16:05:32,1.364,173.2
2026-08-04,16:05:32,1.364,173.2
2026-08-04,16:05:32,1.364,173.2
2026-08-04,16:05:32,1.364,173.2
2026-08-04,16:05:33,1.364,173.2
2026-08-04,16:05:33,1.364,173.2
2026-08-04,16:05:33,1.364,173.2
2026-08-04,16:05:33,1.364,173.2
2026-08-04,16:05:33,1.364,173.2
2026-08-04,16:05:33,1.364,173.2
2026-08-04,16:05:34,1.364,173.2
2026-08-04,16:05:34,1.364,173.2
2026-08-04,16:05:34,1.364,173.2
2026-08-04,16:05:34,1.364,173.2
2026-08-04,16:05:34,1.364,173.2
2026-08-04,16:05:34,1.364,173.2
2026-08-04,16:05:35,1.364,173.2
2026-08-04,16:05:35,1.364,173.3
2026-08-04,16:05:35,1.364,173.3
2026-08-04,16:05:35,1.364,173.3
2026-08-04,16:05:35,1.364,173.3
2026-08-04,16:05:35,1.364,173.3
2026-08-04,16:05:36,1.364,173.3
2026-08-04,16:05:36,1.364,173.3
2026-08-04,16:05:36,1.364,173.3
2026-08-04,16:05:36,1.364,173.3
2026-08-04,16:05:36,1.364,173.3
2026-08-04,16:05:36,1.364,173.3
2026-08-04,16:05:36,1.364,173.2
2026-08-04,16:05:37,1.364,173.2
2026-08-04,16:05:37,1.364,173.2
2026-08-04,16:05:37,1.364,173.2
2026-08-04,16:05:37,1.364,173.2
2026-08-04,16:05:37,1.364,173.2
2026-08-04,16:05:37,1.364,173.2
2026-08-04,16:05:38,1.364,173.2
2026-08-04,16:05:38,1.364,173.2
2026-08-04,16:05:38,1.364,173.2
2026-08-04,16:05:38,1.364,173.2
2026-08-04,16:05:38,1.364,173.2
2026-08-04,16:05:38,1.364,173.2
2026-08-04,16:05:39,1.363,173.2
2026-08-04,16:05:39,1.363,173.1
2026-08-04,16:05:39,1.363,173.1
2026-08-04,16:05:39,1.363,173.1
2026-08-04,16:05:39,1.363,173.1
2026-08-04,16:05:39,1.363,173.1
2026-08-04,16:05:40,1.363,173.1
2026-08-04,16:05:40,1.363,173.1
2026-08-04,16:05:40,1.363,173.1
2026-08-04,16:05:40,1.363,173.2
2026-08-04,16:05:40,1.364,173.2
2026-08-04,16:05:40,1.364,173.2
2026-08-04,16:05:41,1.364,173.2
2026-08-04,16:05:41,1.364,173.2
2026-08-04,16:05:41,1.364,173.2
2026-08-04,16:05:41,1.364,173.2
2026-08-04,16:05:41,1.364,173.2
2026-08-04,16:05:41,1.364,173.3
2026-08-04,16:05:42,1.364,173.3
2026-08-04,16:05:42,1.364,173.3
2026-08-04,16:05:42,1.364,173.3
2026-08-04,16:05:42,1.365,173.3
2026-08-04,16:05:42,1.365,173.3
2026-08-04,16:05:42,1.365,173.3
2026-08-04,16:05:43,1.365,173.3
2026-08-04,16:05:43,1.365,173.3
2026-08-04,16:05:43,1.365,173.3
2026-08-04,16:05:43,1.365,173.4
2026-08-04,16:05:43,1.365,173.4
2026-08-04,16:05:43,1.365,173.4
2026-08-04,16:05:44,1.365,173.4
2026-08-04,16:05:44,1.365,173.4
2026-08-04,16:05:44,1.365,173.4
2026-08-04,16:05:44,1.365,173.4
2026-08-04,16:05:44,1.365,173.4
2026-08-04,16:05:44,1.365,173.3
